uid,nightuid,namedLocation,domainID,siteID,plotID,trapCoordinate,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,trapStatus,trapType,collectDate,endDate,tagID,individualCode,taxonID,scientificName,taxonRank,identificationQualifier,identificationReferences,nativeStatusCode,sex,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,larvalTicksAttached,nymphalTicksAttached,adultTicksAttached,bloodSampleID,bloodSampleBarcode,bloodSampleMethod,fecalSampleID,fecalSampleBarcode,fecalSampleCondition,earSampleID,earSampleBarcode,hairSampleID,hairSampleBarcode,hairSampleContents,voucherSampleID,voucherSampleBarcode,measuredBy,recordedBy,remarks,dataQF
"9759d637-1b9a-4924-860e-d37d083d8a37","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","H1","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"c9db8876-34ae-4779-9234-bfb3bdf589c9","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","H2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"9af83aaa-6dd6-432a-8ded-8d8a9fb0c8e7","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","H3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"80eb4045-4387-48f7-b287-2505f65aab8e","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","H5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"f64fc657-42e5-409d-910a-f8e5c78e60b8","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","H4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"1c30e284-a6fb-4507-8652-2174300ca951","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"6aa52ffb-dadf-47cd-8077-a479cfcea66c","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"c31c978c-0c8e-4d01-b503-b3158c595479","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"e9b4081c-4f2d-466a-848a-52b35374d121","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B1","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"eeef63c0-161b-41c6-a7ed-1c5e15ce1ebd","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","E10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"5e4a7493-e709-488e-add6-a95a5a91b86f","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"8b961a6d-1deb-43a7-8160-77b91372f83d","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"a5cee939-8f09-47f4-94ad-a5590762d177","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"398ce75b-f163-4cd3-9118-3dd019870898","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"015cb706-5e1c-4b5d-8f8c-9a4225ce7ad0","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"6faa0b23-9d9d-4018-be7f-4534d88d6dea","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"d4f7ab2c-c70e-4f49-8b93-6fa12e0e3240","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"76d811f0-486e-41ca-b3aa-a96bc1097f1d","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"b35a01d1-7058-4fad-a863-65b328c33c5e","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"615fea4a-6504-4f0d-ad79-029e99032ec2","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"54173ce5-c05c-4153-b90d-c872149036a2","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"f58272b2-8077-4f70-9887-f2ca129ef8e6","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"2025b6e8-2611-467c-aa6a-fef9ab7fc858","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"d0bf2fdb-2170-4ca6-8354-b68935957d67","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C1","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"0d6602c7-056b-4185-9dfd-335207e0defa","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"42808566-f51f-44d4-9e1e-6725ba0c16eb","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"ed3ad4a7-2935-438d-95ea-47c65380a50a","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"2fa79521-45ed-41d3-8d85-528ed4cc7e28","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"53be03b9-d8a0-46c7-97a5-36439e4020a3","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","C4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"04e0a2be-7929-4220-8a74-4c40ac7cc3b9","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"c346068b-d122-456c-90ab-a9faae6264e6","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"5 - capture","ShermanLF","2013-06-19","2013-06-19","NEON.MAM.D01.L0001",,"PELE","Peromyscus leucopus","species",,"NEON.DOC.001907","N","F","N",,,"adult",,"nonenlarged","pregnant","neither",21,14,71,72,30,,,,,,,"HARV.20130619.L0001.F",,"fresh","HARV.20130619.L0001.E",,"HARV.20130619.L0001.H",,"hairAndWhisker",,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org","Fate unrecorded",
"646da8e7-f6f2-43f4-9d9d-91a935bff7d0","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","G10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"50e31b56-62ab-4aed-bcb6-56d4a4bbe08c","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"97f1f957-ca9f-4d98-afa4-01a52c9a4e45","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"ca9ae2e2-75e0-47f1-8813-975859d7bde5","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"36627c35-99aa-4e29-a8bb-c129ecd2d46e","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"b960bb79-ba5a-4500-87d2-7de2769b5529","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"e71ffeb9-2d72-458d-91b5-b0df67d4e95c","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"6fe20186-0acf-4571-9421-2e0c85febb74","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"185f80f8-6b51-41cd-b17f-6e17402d3e42","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I1","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"c2cdd8d2-89f0-4550-97b3-6cafc504ff1a","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"d52ac5a1-f802-4fa0-b1da-3b1e86c830d5","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"5 - capture","ShermanLF","2013-06-20","2013-06-20","NEON.MAM.D01.L0022",,"PELE","Peromyscus leucopus","species",,"NEON.DOC.001907","N","F","N","nontarget",,"subadult",,"nonenlarged","not",,19,12,,,21,,,,"HARV.20130620.L0022.B",,"unsuccessful","HARV.20130620.L0022.F",,"fresh","HARV.20130620.L0022.E",,"HARV.20130620.L0022.H",,"hairAndWhisker",,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org","Blood sample method unrecorded, default to unsuccessful; two tagID's - L0022, R0023; no vaginal state recorded",
"94423de5-13be-4fb5-99b3-becac2fc1d34","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"acb26194-990c-4c05-bef8-972df6864980","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"564117fd-0551-4bb1-b148-568457c12150","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"4d92e95b-6cff-4e40-90da-760c99b0df5d","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"ab48844f-75ef-47ac-ad26-853d4b4154b5","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","G10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"fa6fbfce-28da-4aaf-b137-b3f7e580b38b","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"7d689f08-f5ab-4a13-8e97-37a2eb71df18","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"50d09b33-71a5-4827-985c-cec0f28b06a9","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"1afce2e1-106e-45f1-b074-3179ee2d5c4b","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"6b036fff-8f44-4b7d-9ebb-d9938dc7fb8e","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"2fc79d03-1a24-4873-898e-58880af50fa4","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"baddc48f-26e8-4551-a1af-009e5207e5d2","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","F7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"76820d95-465f-46c5-a9d8-97e1eee607e7","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","F6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"949259e6-4e0c-4e8c-b70c-dc974800074f","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","F8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"871713c6-3d62-4693-a006-9522d92a5ed3","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","F9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"38307d44-72bb-4f47-ba0e-8960e41d2d26","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","E4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"0a4bd89d-8450-48d5-b8e0-9c40aa1f3c42","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","E3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"539ca14e-363c-463f-a2d6-daad77ffaecf","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","F10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"537ebb49-70a8-4a65-b3f2-efa05d3bd291","E4447F367F5F4D20B0892786D2BD4D7C","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","E5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"1 - trap not set",,"2013-06-20","2013-06-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
